City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,al khawr,25.7667,51.3167,25.32,68,5,1.84,QA,1730750932
287,chopinzinho,-25.8558,-52.5233,24.87,80,25,1.44,BR,1730750933
288,markaz-e woluswali-ye achin,34.1258,70.7078,19.06,38,7,0.36,AF,1730750934
289,bermejo,-32.8833,-68.8,24.07,31,44,7.11,AR,1730750936
290,naze,28.3667,129.4833,22.51,76,100,5.95,JP,1730750937
291,mahdia,35.5047,11.0622,21.25,75,63,4.56,TN,1730750938
292,yangchun,22.1667,111.7833,21.26,86,98,2.01,CN,1730750939
293,tarko-sale,64.9225,77.785,-3.4,94,100,10.34,RU,1730750940
294,afaahiti,-17.75,-149.2833,24.71,85,100,5.23,PF,1730750941
295,sawakin,19.1059,37.3321,27.94,65,100,5.65,SD,1730750942
296,morehead city,34.7229,-76.726,23.36,74,100,3.58,US,1730750943
297,barguzin,53.6167,109.6167,-9.4,81,16,1.75,RU,1730750945
298,darnah,32.767,22.6367,19.5,70,24,7.13,LY,1730750946
299,happy valley-goose bay,53.3168,-60.3315,0.14,54,17,4.36,CA,1730750947
300,cartagena del chaira,1.3349,-74.8429,30.66,55,100,2.17,CO,1730750948
301,vilhena,-12.7406,-60.1458,31.12,55,40,5.66,BR,1730750726
302,san pa tong,18.6283,98.8957,25.06,73,20,1.03,TH,1730750950
303,wanning,18.8003,110.3967,23.14,93,40,4.55,CN,1730750951
304,sur,22.5667,59.5289,27.54,57,0,1.36,OM,1730750952
305,luderitz,-26.6481,15.1594,13.82,47,4,14.82,NA,1730750955
306,tobruk,32.0836,23.9764,20.37,60,36,7.49,LY,1730750956
307,bamboo flat,11.7,92.7167,26.44,79,96,3.52,IN,1730750958
308,carnarvon,-24.8667,113.6333,19.48,72,3,8.31,AU,1730750959
309,basoko,1.2391,23.616,21.12,94,85,1.24,CD,1730750960
310,winston-salem,36.0999,-80.2442,18.03,66,20,3.09,US,1730750667
311,hammerfest,70.6634,23.6821,3.25,65,75,3.09,NO,1730750963
312,cadale,2.7603,46.3222,26.46,84,38,2.89,SO,1730750964
313,wynyard,-41.0,145.7167,8.01,97,10,2.03,AU,1730750965
314,ekibastuz,51.6667,75.3667,0.52,65,100,5.02,KZ,1730750966
315,villa gesell,-37.2639,-56.973,15.86,84,99,5.42,AR,1730750967
316,dongxing,45.3667,130.8,-2.6,54,42,1.89,CN,1730750968
317,klaksvik,62.2266,-6.589,10.05,97,100,6.26,FO,1730750969
318,la rinconada,37.4873,-5.9826,19.47,86,93,1.28,ES,1730750970
319,krusevac,43.58,21.3339,6.46,60,24,0.9,RS,1730750973
320,khanty-mansiysk,61.0042,69.0019,-1.94,93,75,6.0,RU,1730750974
321,pokhara,28.2333,83.9833,15.81,83,95,1.52,NP,1730750975
322,ambalangoda,6.2355,80.0538,25.37,88,100,5.94,LK,1730750976
323,dwarka,22.2394,68.9678,27.76,65,0,3.52,IN,1730750977
324,rundu,-17.9333,19.7667,23.15,60,100,5.92,NA,1730750978
325,ebon,4.582,168.6964,28.04,66,57,1.49,MH,1730750979
326,atafu village,-8.5421,-172.5159,27.58,79,100,9.45,TK,1730750981
327,curup,-3.4667,102.5333,19.86,95,100,0.84,ID,1730750982
328,kapa'a,22.0752,-159.319,28.18,78,40,5.66,US,1730750983
329,namibe,-15.1961,12.1522,20.22,78,48,4.11,AO,1730750984
330,pingnan,23.5543,110.3976,19.64,90,99,1.23,CN,1730750985
331,melekeok village,7.4957,134.6367,24.31,94,75,1.54,PW,1730750986
332,mulanje,-16.0316,35.5,27.19,48,92,2.83,MW,1730750987
333,caconda,-13.7333,15.0667,18.04,82,100,1.15,AO,1730750988
334,jiuquan,39.7432,98.5174,4.65,33,9,2.13,CN,1730750990
335,sao jose da coroa grande,-8.8978,-35.1478,25.83,62,0,4.0,BR,1730750991
336,galich,58.3797,42.3475,-4.82,91,17,1.68,RU,1730750992
337,praia,14.9215,-23.5087,25.3,83,40,7.72,CV,1730750993
338,cubuk,40.2386,33.0322,2.7,56,0,1.03,TR,1730750994
339,partinico,38.0439,13.12,16.83,82,20,1.03,IT,1730750995
340,nagqu,31.5,92.0,-2.49,28,100,0.98,CN,1730750996
341,ibipeba,-11.6408,-42.0111,32.02,28,100,3.84,BR,1730750997
342,lauda-konigshofen,49.5653,9.7042,5.1,95,0,1.72,DE,1730750999
343,suva,-18.1416,178.4415,25.71,83,75,3.09,FJ,1730751000
344,touros,-5.1989,-35.4608,25.97,75,16,6.66,BR,1730751001
345,kuching,1.55,110.3333,25.58,97,40,1.03,MY,1730751003
346,stara syniava,49.6032,27.6191,0.63,67,15,3.51,UA,1730751004
347,balqash,46.8481,74.995,9.37,86,100,3.99,KZ,1730751005
348,kisangani,0.5167,25.2,21.58,94,86,0.89,CD,1730751007
349,llanes,43.4198,-4.7549,18.02,68,100,3.09,ES,1730751008
350,tosontsengel,48.7567,98.2839,-11.14,89,67,0.36,MN,1730751009
351,tlalixtac de cabrera,17.0667,-96.65,29.68,28,40,1.54,MX,1730751010
352,xapuri,-10.6517,-68.5044,33.11,44,100,1.51,BR,1730751011
353,paracuru,-3.41,-39.0306,26.43,73,38,5.49,BR,1730751012
354,dryden,49.7833,-92.7503,8.16,87,100,5.14,CA,1730751013
355,seminole,28.7086,-81.2081,27.42,84,59,0.89,US,1730751016
356,fort bragg,35.139,-79.006,24.26,60,0,2.57,US,1730751017
357,kruisfontein,-34.0033,24.7314,10.6,87,100,4.16,ZA,1730751018
358,boston,42.3584,-71.0598,10.92,60,100,4.63,US,1730750691
359,crane,31.3974,-102.3501,20.06,25,84,13.1,US,1730751020
360,puerto madryn,-42.7692,-65.0385,22.71,16,99,14.42,AR,1730751021
361,galliano,29.4422,-90.2992,28.0,69,75,3.09,US,1730751022
362,khandyga,62.6667,135.6,-24.75,100,78,0.26,RU,1730751023
363,huayin,34.5675,110.0921,12.12,58,0,1.84,CN,1730751024
364,prado,-17.3411,-39.2208,25.16,78,19,4.56,BR,1730751026
365,san jose de jachal,-30.2406,-68.7469,26.17,24,0,7.81,AR,1730751027
366,kayyerkan,69.3786,87.7439,-7.07,95,90,4.19,RU,1730751028
367,tshela,-4.9833,12.9333,23.34,99,98,1.02,CD,1730751029
368,mount gambier,-37.8333,140.7667,5.98,96,10,1.53,AU,1730751030
369,cabo san lucas,22.8909,-109.9124,27.09,44,4,3.58,MX,1730750517
370,karoi,-16.8099,29.6925,23.8,33,1,2.03,ZW,1730751032
371,lompoc,34.6391,-120.4579,22.94,27,0,4.12,US,1730751021
372,spring creek,40.7266,-115.5859,6.56,54,31,0.89,US,1730751035
373,greymouth,-42.4667,171.2,10.09,97,100,2.39,NZ,1730751036
374,nosy varika,-20.5833,48.5333,23.85,88,91,2.97,MG,1730751037
375,san pedro pochutla,15.7333,-96.4667,31.84,70,71,4.18,MX,1730751038
376,fuzesgyarmat,47.1,21.2167,6.1,69,73,2.93,HU,1730751039
377,mersa matruh,31.3525,27.2453,20.05,70,11,2.73,EG,1730751040
378,tambacounda,13.7539,-13.7586,31.18,30,0,1.3,SN,1730751041
379,george,-33.963,22.4617,11.93,75,86,4.85,ZA,1730751042
380,businga,3.3333,20.8833,20.86,99,71,0.76,CD,1730751044
381,faya-largeau,17.9257,19.1043,23.5,22,0,8.06,TD,1730751045
382,fort mcmurray,56.7268,-111.381,3.3,64,24,1.28,CA,1730750847
383,garden city,42.3256,-83.331,22.14,67,100,6.17,US,1730751047
384,santa paula,34.3542,-119.0593,26.62,22,0,5.14,US,1730751048
385,youhao,47.8667,128.8333,-4.13,58,100,0.39,CN,1730751049
386,castellar del valles,41.6167,2.0833,18.66,85,100,2.06,ES,1730751050
387,auki,-8.7676,160.7034,25.71,88,100,1.65,SB,1730751051
388,avanigadda,16.0215,80.9181,25.53,86,4,0.65,IN,1730751053
389,qianjiang,30.4151,112.8859,15.87,35,72,3.76,CN,1730751054
390,gokak,16.1667,74.8333,24.87,60,100,2.09,IN,1730751057
391,mwinilunga,-11.7358,24.4293,17.0,95,100,2.46,ZM,1730751058
392,acapulco de juarez,16.8634,-99.8901,28.9,84,75,2.57,MX,1730751059
393,el bauga,18.262,33.9081,24.27,21,5,6.18,SD,1730751060
394,asha,54.9973,57.2722,-2.8,87,100,1.26,RU,1730751062
395,lishu,43.3047,124.3278,-0.26,62,3,4.88,CN,1730751063
396,springbok,-29.6643,17.8865,7.27,55,0,7.63,ZA,1730751064
397,saint-pierre,-21.3393,55.4781,22.82,78,0,1.54,RE,1730751065
398,chistopol',55.3631,50.6424,-2.79,89,100,2.35,RU,1730751066
399,verkhnyaya sinyachikha,57.976,61.6673,-1.64,70,100,5.46,RU,1730751067
400,chilca,-12.5211,-76.7372,18.91,85,97,3.27,PE,1730751068
401,rio san juan,19.6439,-70.0763,28.08,78,100,4.77,DO,1730751069
402,montpon-menesterol,45.0,0.1667,14.83,94,97,2.76,FR,1730751071
403,mitsamiouli,-11.3847,43.2844,26.35,79,0,3.09,KM,1730751072
404,cartagena,10.3997,-75.5144,27.63,78,80,9.09,CO,1730751073
405,celestun,20.8667,-90.4,30.94,59,4,3.83,MX,1730751074
406,kyrenia,35.3417,33.3167,14.75,60,0,1.87,CY,1730751075
407,sake,-1.5736,29.045,17.2,91,98,0.6,CD,1730751076
408,gaiman,-43.2897,-65.4929,23.11,13,92,16.86,AR,1730751077
409,mascotte,28.5783,-81.8867,29.32,72,88,5.94,US,1730751078
410,haiku-pauwela,20.9219,-156.3051,26.2,84,40,11.83,US,1730751081
411,roma,43.2128,-75.4557,12.05,49,100,5.05,US,1730750958
412,monmouth,40.3001,-74.1663,15.61,69,100,4.63,US,1730751083
413,dolores,-36.3132,-57.6792,21.04,68,82,3.91,AR,1730751084
414,nabire,-3.3667,135.4833,23.77,96,100,2.3,ID,1730751085
415,baruun-urt,46.6806,113.2792,-9.04,77,5,2.2,MN,1730751086
416,margarita belen,-27.2616,-58.9722,35.01,48,32,2.61,AR,1730751087
417,tanout,14.9709,8.8879,25.32,13,0,5.71,NE,1730751089
418,queenstown,-31.8976,26.8753,6.03,85,100,4.23,ZA,1730751090
419,taman',45.2117,36.7161,8.26,58,58,12.88,RU,1730751091
420,bodaybo,57.8506,114.1933,-19.35,99,72,0.92,RU,1730751092
421,tralee,52.2704,-9.7026,10.22,92,99,2.87,IE,1730751093
422,megion,61.0296,76.1136,-2.99,86,100,8.88,RU,1730751094
423,brownsfield,30.5466,-91.1207,31.05,56,40,5.14,US,1730751095
424,rach gia,10.0167,105.0833,25.36,89,100,4.17,VN,1730751096
425,kill devil hills,36.0307,-75.676,20.55,79,75,5.66,US,1730751097
426,arevalo,41.0626,-4.7204,13.33,75,99,5.61,ES,1730751099
427,kitakyushu,33.8333,130.8333,16.92,88,75,1.03,JP,1730751100
428,port augusta,-32.5,137.7667,18.31,42,64,2.59,AU,1730751101
429,pacific grove,36.6177,-121.9166,22.99,69,0,3.09,US,1730751066
430,calbuco,-41.768,-73.1273,11.76,83,97,9.0,CL,1730751103
431,val-d'or,48.1002,-77.7828,2.05,93,100,7.2,CA,1730751104
432,raton,36.9034,-104.4391,2.34,65,100,9.77,US,1730751105
433,wuwei,37.9281,102.6414,4.41,45,0,0.88,CN,1730751106
434,broome,42.2506,-75.833,13.27,48,0,5.14,US,1730750937
435,balabac,7.9868,117.0645,26.5,82,78,1.82,PH,1730751109
436,midvagur,62.0511,-7.1939,10.46,100,100,6.17,FO,1730751110
437,nombre de dios,23.85,-104.2333,26.06,18,0,8.27,MX,1730751111
438,ta`u,-14.2336,-169.5144,27.55,82,100,4.76,AS,1730751112
439,benguela,-12.5763,13.4055,25.91,76,97,1.72,AO,1730751113
440,moorhead,46.8739,-96.7676,6.01,87,100,7.72,US,1730751114
441,kenora,49.8167,-94.4337,5.99,93,100,4.02,CA,1730751115
442,hastings,50.8552,0.5729,10.44,53,100,4.11,GB,1730751117
443,island harbour,50.724,-1.2758,11.69,68,57,0.89,GB,1730751118
444,manadhoo,5.7667,73.3833,27.45,76,100,3.56,MV,1730751119
445,kamina,-8.7386,24.9906,17.98,98,100,1.0,CD,1730751120
446,srivardhan,18.0333,73.0167,25.77,71,15,2.49,IN,1730751121
447,caleta de carquin,-11.0925,-77.6267,20.35,79,55,5.14,PE,1730751122
448,shirvan,39.9509,48.8994,7.97,87,0,3.27,AZ,1730751123
449,matoury,4.8483,-52.3317,30.98,58,0,5.14,GF,1730751124
450,holualoa,19.6228,-155.9522,27.15,73,0,4.12,US,1730751125
451,winters,38.5249,-121.9708,23.84,24,0,3.09,US,1730751127
452,aliwal north,-30.6937,26.7114,10.29,74,100,8.53,ZA,1730751128
453,alpine,32.835,-116.7664,22.73,24,0,1.79,US,1730751049
454,dhar,22.6,75.3,21.82,39,0,1.68,IN,1730751131
455,coronel dorrego,-38.7187,-61.2873,22.85,12,0,8.43,AR,1730751132
456,naracoorte,-36.9579,140.7383,6.78,88,0,1.81,AU,1730751133
457,ar rutbah,33.0381,40.2848,17.04,62,0,2.3,IQ,1730751135
458,cradock,-32.1642,25.6192,6.34,89,100,5.4,ZA,1730751136
459,castillos,-34.1667,-53.8333,23.46,82,98,2.59,UY,1730751137
460,luganville,-15.5333,167.1667,24.76,75,100,3.61,VU,1730751138
461,tolanaro,-25.0319,46.9987,24.04,88,40,8.23,MG,1730751139
462,kalevala,65.2,31.1667,-2.38,81,21,3.97,RU,1730751140
463,valderice,38.0401,12.6151,16.26,81,2,1.92,IT,1730751141
464,teguise,29.0605,-13.564,19.12,73,0,3.6,ES,1730751142
465,capri,40.5507,14.2426,19.22,69,0,2.28,IT,1730751144
466,itupiranga,-5.1347,-49.3267,30.24,58,96,0.35,BR,1730751145
467,kuragino,53.8975,92.6725,-3.33,91,96,1.86,RU,1730751146
468,nadi,-17.8,177.4167,27.0,61,40,3.6,FJ,1730751148
469,noumea,-22.2763,166.4572,25.0,99,2,5.09,NC,1730751149
470,altai,46.3722,96.2583,-3.35,62,53,1.49,MN,1730751150
471,selfoss,63.9331,-20.9971,8.36,89,100,3.18,IS,1730751152
472,yorosso,12.3536,-4.7761,25.94,24,10,2.85,ML,1730751153
473,alice springs,-23.7,133.8833,22.75,56,8,3.09,AU,1730751154
474,mejit,10.2753,170.8646,27.38,77,100,3.16,MH,1730751155
475,bocanda,7.0626,-4.4995,24.89,82,11,1.28,CI,1730751156
476,coari,-4.085,-63.1414,33.08,42,99,1.81,BR,1730751157
477,klyuchi,52.2667,79.1667,2.71,67,100,5.08,RU,1730751158
478,enewetak,11.3474,162.3373,28.19,76,100,4.82,MH,1730751159
479,port saint john's,-31.6229,29.5448,15.17,91,100,7.44,ZA,1730751161
480,saldanha,-33.0117,17.9442,13.79,61,0,11.48,ZA,1730751162
481,astravyets,54.6138,25.9554,-0.39,81,31,3.08,BY,1730751163
482,nagasaki,32.7447,129.8736,16.58,72,100,2.14,JP,1730751164
483,svencioneliai,55.1667,26.0,-0.12,85,31,2.25,LT,1730751165
484,malpe,13.35,74.7167,25.51,85,95,1.59,IN,1730751166
485,tuzha,57.6062,47.936,-8.55,96,99,1.24,RU,1730751167
486,gambiran satu,-8.3939,114.1464,22.29,99,44,1.73,ID,1730751168
487,linhai,28.85,121.1167,15.5,92,75,1.61,CN,1730751170
488,kristiansund,63.1115,7.732,11.18,87,75,4.63,NO,1730751171
489,singaparna,-7.3515,108.111,22.3,95,100,0.89,ID,1730751172
490,bull savanna,17.8868,-77.5902,26.11,81,94,6.16,JM,1730751173
491,ak-suu,42.4995,78.527,8.31,36,100,2.09,KG,1730751174
492,guerrero negro,27.9769,-114.0611,22.99,34,0,7.98,MX,1730751175
493,as sulayyil,20.4607,45.5779,24.37,27,0,3.35,SA,1730751176
494,alvaraes,-3.2208,-64.8042,30.93,33,100,1.82,BR,1730751177
495,glace bay,46.1969,-59.957,5.5,64,75,6.17,CA,1730751179
496,el calafate,-50.3408,-72.2768,9.96,44,8,6.69,AR,1730751180
497,samsula-spruce creek,29.0493,-81.0619,26.19,82,75,9.77,US,1730751181
498,katsuura,35.1333,140.3,21.02,72,49,5.25,JP,1730751182
499,ed damer,17.5928,33.9592,25.86,19,5,7.56,SD,1730751183
500,barroquinha,-3.0189,-41.1361,28.32,63,89,6.26,BR,1730751184
501,ugoofaaru,5.6667,73.0,27.44,75,98,3.87,MV,1730751185
502,yung shue wan,22.2333,114.1167,25.38,80,89,7.64,HK,1730751186
503,jipijapa,-1.3333,-80.5833,26.43,54,98,3.6,EC,1730751187
504,poronaysk,49.2167,143.1167,-2.51,71,98,3.51,RU,1730751189
505,lucerne valley,34.4439,-116.9678,16.85,22,0,2.36,US,1730751190
506,jiagedaqi,50.4167,124.1167,-11.32,96,32,1.7,CN,1730751191
507,kawasaki,35.5206,139.7172,17.05,79,0,3.09,JP,1730751192
508,healesville,-37.65,145.5167,8.58,87,4,0.85,AU,1730751193
509,chibougamau,49.9168,-74.3659,-0.21,100,100,5.66,CA,1730751194
510,minzhu,43.7286,127.3447,-0.95,72,4,2.35,CN,1730751195
511,sarupathar,26.1984,93.8094,19.39,92,0,0.74,IN,1730751196
512,san patricio,28.017,-97.5169,31.97,63,99,11.08,US,1730751198
513,yakeshi,49.2833,120.7333,-8.84,72,2,1.63,CN,1730751199
514,estevan,49.1334,-102.9842,6.23,52,0,5.66,CA,1730751200
515,pangoa,-12.1167,-73.0,30.76,50,75,2.18,PE,1730751201
516,kargasok,59.0556,80.8572,-2.64,76,8,6.37,RU,1730751202
517,maintirano,-18.0667,44.0167,26.74,78,87,2.37,MG,1730751203
518,pirallahi,40.4723,50.333,11.08,76,36,12.46,AZ,1730751204
519,daxi,24.8837,121.2904,23.22,88,91,3.52,TW,1730751205
520,shingu,33.7333,135.9833,16.77,82,95,2.27,JP,1730751207
521,mount isa,-20.7333,139.5,20.87,64,11,0.51,AU,1730751208
522,dembi dolo,8.5333,34.8,14.19,91,75,1.89,ET,1730751209
523,hailar,49.2,119.7,-7.56,62,60,2.65,CN,1730751210
524,uruacu,-14.5247,-49.1408,29.09,63,100,2.11,BR,1730751211
525,dakhla,23.6848,-15.958,19.9,86,100,5.48,EH,1730751212
526,sretensk,52.2453,117.7093,-14.26,98,55,0.28,RU,1730751213
527,sault ste. marie,46.5168,-84.3333,12.16,100,100,3.09,CA,1730751215
528,wurtulla,-26.7568,153.1256,22.25,90,100,0.45,AU,1730751216
529,sitka,57.0531,-135.33,5.94,81,75,7.2,US,1730751217
530,calama,-22.4667,-68.9333,24.27,9,0,10.8,CL,1730751218
531,kupino,54.3663,77.2981,-1.12,70,1,6.25,RU,1730751219
532,fisterra,42.9049,-9.2629,17.22,81,100,5.99,ES,1730751220
533,santa terezinha,-29.9002,-50.0904,22.07,89,93,10.95,BR,1730751221
534,ponta delgada,37.7333,-25.6667,21.4,88,20,4.63,PT,1730751222
535,usogorsk,63.4106,48.6872,-3.7,90,98,2.95,RU,1730751224
536,az zawr,29.4425,48.2747,24.45,70,8,1.73,KW,1730751225
537,gulf shores,30.246,-87.7008,26.86,71,13,4.92,US,1730750949
538,naivasha,-0.7167,36.4359,15.03,83,98,1.5,KE,1730751227
539,geraldton,-28.7667,114.6,19.23,52,100,5.14,AU,1730751148
540,kourou,5.1552,-52.6478,28.63,65,87,4.0,GF,1730751229
541,jiaozuo,35.2397,113.2331,8.06,31,1,0.23,CN,1730751230
542,cavalaire-sur-mer,43.174,6.5272,12.4,85,0,1.51,FR,1730751231
543,kerikeri,-35.2268,173.9474,15.51,80,0,1.08,NZ,1730751000
544,zacharo,37.4833,21.65,17.27,70,0,1.94,GR,1730751234
545,nogliki,51.8333,143.1667,-4.42,77,100,2.58,RU,1730751235
546,santiago de cao,-7.9589,-79.2392,19.07,82,75,4.63,PE,1730751236
547,ust'-ilimsk,58.0006,102.6619,-0.95,84,100,1.79,RU,1730751237
548,ciudad lazaro cardenas,17.9583,-102.2,29.66,65,6,3.57,MX,1730751238
549,coronel suarez,-37.4547,-61.9334,21.64,25,0,5.92,AR,1730751239
550,sinop,41.7711,34.8709,4.32,82,44,2.2,TR,1730751240
551,muriti,-1.9833,32.9167,24.06,67,97,3.67,TZ,1730751241
552,turpan,42.9333,89.1667,11.31,39,59,1.21,CN,1730751243
553,hadibu,12.65,54.0333,26.18,80,17,3.11,YE,1730751244
554,kalmunai,7.4167,81.8167,25.49,82,100,0.83,LK,1730751245
555,dadeldhura,29.2984,80.5806,14.62,88,44,1.56,NP,1730751247
556,sao felix do xingu,-6.6447,-51.995,25.83,90,100,0.52,BR,1730751248
557,bamusso,4.4591,8.9027,25.65,87,55,1.68,CM,1730751249
558,bush,29.1482,31.1273,21.39,57,90,7.53,EG,1730751250
559,conception bay south,47.4999,-52.9981,1.97,68,100,6.87,CA,1730751252
560,tejen,37.3834,60.5054,17.55,49,100,2.77,TM,1730751253
561,loudeac,48.1783,-2.7543,11.17,85,100,2.32,FR,1730751254
562,gunjur,13.2019,-16.7339,27.04,78,0,2.06,GM,1730751255
563,astrakhan,46.3497,48.0408,7.93,66,0,6.0,RU,1730751256
564,miyata,33.7167,130.6667,15.79,85,95,0.62,JP,1730751257
565,puerto deseado,-47.7503,-65.8938,14.84,35,91,11.24,AR,1730751258
566,grand-bassam,5.2118,-3.7388,25.98,85,90,2.93,CI,1730751259
567,la tuque,47.4334,-72.7824,2.14,75,100,2.06,CA,1730751261
568,karungdong,5.8844,121.263,26.53,84,76,1.67,PH,1730751262
569,melsungen,51.1333,9.55,5.68,100,100,0.51,DE,1730751263
570,tazacorte,28.629,-17.9293,21.54,95,40,1.79,ES,1730751264
571,paranhos,-23.8928,-55.4311,28.63,63,10,2.08,BR,1730751265
